date,open,high,low,close,bars,last_min,sma200,atr14,prior_close,prior_sma200,prior_atr14
2000-02-11,86.8827,86.8827,83.4245,84.4619,78,955,,3.3435870581578313,86.8561,,3.3347706780161257
2000-02-14,85.1137,85.127,83.2116,84.7014,78,955,,3.2415736968608426,84.4619,,3.3435870581578313
2000-02-15,84.2225,85.659,81.6155,85.0206,78,955,,3.2988541470850685,84.7014,,3.2415736968608426
2000-02-16,85.0472,86.5369,84.5949,84.9142,78,955,,3.20193599372185,85.0206,,3.2988541470850685
2000-02-17,86.1379,87.8936,84.8078,87.7872,78,955,,3.1936405655988613,84.9142,,3.20193599372185
2000-02-18,87.3616,87.6808,83.7969,84.3821,78,955,,3.250544810913229,87.7872,,3.1936405655988613
2000-02-23,84.8477,89.37,84.4087,88.7183,78,955,,3.3746416101337133,84.3821,,3.250544810913229
2000-02-24,89.2769,90.607,86.8295,90.3543,78,955,,3.403417209409877,88.7183,,3.3746416101337133
2000-02-25,90.3942,91.5115,88.4257,88.8513,78,955,,3.3807302658805995,90.3543,,3.403417209409877
2000-02-28,87.8936,89.9686,85.5526,88.266,78,955,,3.454678104031985,88.8513,,3.3807302658805995
2000-02-29,90.0218,90.8731,89.3301,90.7401,78,955,,3.3941368108868426,88.266,,3.454678104031985
2000-03-01,91.2987,92.416,90.6602,91.5647,78,955,,3.2771127529663535,90.7401,,3.3941368108868426
2000-03-02,91.9904,92.0968,89.1705,90.1282,78,955,,3.2520546991830424,91.5647,,3.2771127529663535
2000-03-03,91.9371,94.491,91.0859,94.491,78,955,,3.331393649241396,90.1282,,3.2520546991830424
2000-03-06,95.1294,96.3797,93.8525,94.9033,78,955,,3.273951245724153,94.491,,3.331393649241396
